23204,-701,1660 
23285,-707,1683 
23275,-700,1676 
23256,-694,1698 
23329,-704,1673 
23247,-709,1682 
23260,-711,1677 
23297,-714,1672 
23170,-734,1698 
23269,-726,1705 
